"Name","Class","No. Lines","ABC Score","CC","Probability","IF","Spectrum"
"sender_for_dispatch","Diaspora","0","0.0","0.0","0.0%","0","0"
"service_button","PublisherHelper","12","11.0905365064094","2.0","0.0%","0","2"
"service_class","StatisticsHelper","5","0.0","2.0","0.0%","0","2"
"service_opts","Retraction","8","11.0453610171873","3.0","0.0%","0","0"
"service_status","StatisticsHelper","5","0.0","2.0","0.0%","0","2"
"service_type","Service","3","0.0","1.0","0.0%","0","8"
"set_fetch_status","Diaspora;","0","0.0","0.0","0.0%","0","0"
"set_guid","Diaspora","0","0.0","0.0","0.0%","0","0"
"set_headers","NotificationMailers","0","0.0","0.0","0.0%","0","5"
"set_headers","NotificationMailers","0","0.0","0.0","0.0%","0","3"
"setup","Api","0","0.0","0.0","0.0%","0","9"
"shareable","Notifications","0","0.0","0.0","0.0%","0","2"
"show","ProfilesController","5","0.0","1.0","0.0%","0","1"
"show","AspectsController","5","11.0","2.0","0.0%","0","0"
"show_service?","Configuration","0","0.0","0.0","0.0%","0","0"
"sidekiq_log","Configuration","0","0.0","0.0","0.0%","0","0"
"single_admin","Notifier","16","16.7630546142402","3.0","0.0%","0","7"
"source","BookmarkletRenderer","4","0.0","1.0","0.0%","0","0"
"spotlight","ContactsController","4","0.0","1.0","0.0%","0","2"
"spotlight?","User","0","0.0","0.0","0.0%","0","3"
"squish","Diaspora","0","0.0","0.0","0.0%","0","0"
"statistics","NodeInfoController","5","0.0","1.0","0.0%","0","3"
"status_from_result","Pod","0","0.0","0.0","0.0%","0","4"
"stream_posts","Stream::Base","4","0.0","1.0","0.0%","0","0"
"stream_posts","Stream::Tag","4","0.0","2.0","0.0%","0","0"
"stream_posts","Stream::Person","4","0.0","1.0","0.0%","0","0"
"streams_included","Stream::Multi","7","0.0","2.0","0.0%","0","0"
"strip_markdown","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribed_pods_uris","Export","0","0.0","0.0","0.0%","0","9"
"subscribed_pods_uris","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribed_users_ids","Export","0","0.0","0.0","0.0%","0","14"
"subscribers","AccountMigration","4","0.0","2.0","0.0%","0","8"
"subscribers","Block","3","0.0","1.0","0.0%","0","9"
"subscribers","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribers","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribers","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribers","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribers","Diaspora","0","0.0","0.0","0.0%","0","0"
"subscribers_from_ids","Diaspora","0","0.0","0.0","0.0%","0","0"
"success?","ConnectionTester","0","0.0","0.0","0.0%","0","0"
"tag","Stream::Tag","4","0.0","1.0","0.0%","0","0"
"tag_ids","Stream::FollowedTag","3","0.0","1.0","0.0%","0","0"
"tag_name=","Stream::Tag","3","0.0","1.0","0.0%","0","0"
"tag_name_max_length","Diaspora","0","0.0","0.0","0.0%","0","0"
"tag_string","Stream::FollowedTag","4","0.0","1.0","0.0%","0","0"
"tag_strings","Diaspora","0","0.0","0.0","0.0%","0","0"
"tagged_people","Stream::Tag","4","0.0","1.0","0.0%","0","0"
"tagged_people_count","Stream::Tag","4","0.0","1.0","0.0%","0","0"
"tags","SocialRelayPresenter","6","14.0712472794703","3.0","0.0%","0","9"
"tags","Stream::FollowedTag","3","0.0","1.0","0.0%","0","0"
"target_urls","Diaspora","0","0.0","0.0","0.0%","0","0"
"targets","Diaspora","0","0.0","0.0","0.0%","0","0"
"terms_of_services","UserApplicationPresenter","3","0.0","1.0","0.0%","0","0"
"test_connection!","Pod","6","0.0","1.0","0.0%","0","4"
"title","Stream::Likes","3","0.0","1.0","0.0%","0","0"
"title","LayoutHelper","4","0.0","1.0","0.0%","0","0"
"title","Stream::Base","3","0.0","1.0","0.0%","0","0"
"title","Stream::Comments","3","0.0","1.0","0.0%","0","0"
"title","Stream::Mention","3","0.0","1.0","0.0%","0","0"
"title","Stream::FollowedTag","3","0.0","1.0","0.0%","0","0"
"title","Stream::Activity","3","0.0","1.0","0.0%","0","0"
"title","Stream::Multi","3","0.0","1.0","0.0%","0","0"
"title","Stream::Aspect","5","0.0","2.0","0.0%","0","0"
"title","Stream::Public","3","0.0","1.0","0.0%","0","0"
"title","Diaspora","0","0.0","0.0","0.0%","0","0"
"to_json","ServicePresenter","3","0.0","1.0","0.0%","0","0"
"to_json","OEmbedPresenter","3","0.0","1.0","0.0%","0","2"
"to_json","AspectPresenter","3","0.0","1.0","0.0%","0","0"
"to_jwt","Api","0","0.0","0.0","0.0%","0","0"
"to_response_object","Api","0","0.0","0.0","0.0%","0","0"
"to_s","Pod","3","0.0","1.0","0.0%","0","1"
"to_s","Aspect","3","0.0","1.0","0.0%","0","0"
"to_s","Diaspora","0","0.0","0.0","0.0%","0","0"
"toggle_chat_privilege","AspectsController","6","0.0","1.0","0.0%","0","0"
"tombstone_person_and_profile","AccountDeleter","4","0.0","1.0","0.0%","0","0"
"tombstone_user","AccountDeleter","3","0.0","1.0","0.0%","0","0"
"total_users","NodeInfoPresenter","4","0.0","1.0","0.0%","0","2"
"translate","I18n","0","0.0","0.0","0.0%","0","0"
"truncate_and_add_post_link","Services::Twitter","11","10.4403065089106","2.0","0.0%","0","12"
"tumblr_template","Services::Tumblr","5","0.0","1.0","0.0%","0","2"
"twitter_access_level","ServicesController","3","0.0","1.0","0.0%","0","3"
"twitter_access_token","ServicesController","3","0.0","1.0","0.0%","0","3"
"unexpected_error","ConnectionTester","0","0.0","0.0","0.0%","0","0"
"unlock_account","Admin","0","0.0","0.0","0.0%","0","0"
"update","AspectsController","10","17.0","2.0","0.0%","0","0"
"update","ReportController","6","0.0","2.0","0.0%","0","4"
"update_all_references","AccountMigration","0","0.0","0.0","0.0%","0","21"
"update_comments_counter","Diaspora","0","0.0","0.0","0.0%","0","0"
"update_exported_photos_at","PhotoExporter","7","0.0","2.0","0.0%","0","0"
"update_from_result","Pod","0","0.0","0.0","0.0%","0","4"
"update_likes_counter","Diaspora","0","0.0","0.0","0.0%","0","0"
"update_offline_since","Pod","0","0.0","0.0","0.0%","0","11"
"update_order","AspectsController","5","0.0","1.0","0.0%","0","0"
"update_person_references","AccountMigration","0","0.0","0.0","0.0%","0","21"
"update_post","User","0","0.0","0.0","0.0%","0","2"
"update_privacy_settings","UsersController","8","12.0415945787923","2.0","0.0%","0","0"
"update_profile_with_omniauth","User","0","0.0","0.0","0.0%","0","4"
"update_references","AccountMigration","0","0.0","0.0","0.0%","0","21"
"update_user_references","AccountMigration","0","0.0","0.0","0.0%","0","6"
"uri","Pod","0","0.0","0.0","0.0%","0","137"
"url","Person","0","0.0","0.0","0.0%","0","19"
"url_to","Pod","0","0.0","0.0","0.0%","0","133"
"url_to","Configuration","0","0.0","0.0","0.0%","0","0"
"urls","Diaspora","0","0.0","0.0","0.0%","0","0"
"user_changed_id_locally?","AccountMigration","4","0.0","2.0","0.0%","0","21"
"user_left_our_pod?","AccountMigration","4","0.0","2.0","0.0%","0","21"
"user_references","AccountMigration","0","0.0","0.0","0.0%","0","6"
"validate","NodeInfo","0","0.0","0.0","0.0%","0","0"
"validate","Diaspora;","0","0.0","0.0","0.0%","0","0"
"validate_sender","AccountMigration","0","0.0","0.0","0.0%","0","8"
"validate_user","Admin","0","0.0","0.0","0.0%","0","0"
"validation_fail_as_json","Api","0","0.0","0.0","0.0%","0","1"
"validation_fail_redirect_uri","Api","0","0.0","0.0","0.0%","0","0"
"verify_nonce","Api","0","0.0","0.0","0.0%","0","0"
"version","NodeInfoPresenter","3","0.0","1.0","0.0%","0","13"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_10_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_20_array","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_20_hash","NodeInfo","0","0.0","0.0","0.0%","0","0"
"version_string","Configuration","0","0.0","0.0","0.0%","0","0"
"visible_by_user","Diaspora","0","0.0","0.0","0.0%","0","0"
"welcome?","Stream::Multi","3","0.0","1.0","0.0%","0","0"
"well_known","SocialRelayController","4","0.0","1.0","0.0%","0","2"
"with_http_connection","ConnectionTester","0","0.0","0.0","0.0%","0","0"
